destination_port,payload_len,description,label
9993,35,Normal background traffic,BENIGN
53,220,Normal background traffic,BENIGN
53,265,Normal background traffic,BENIGN
80,222,Normal background traffic,BENIGN
9993,300,Normal background traffic,BENIGN
443,451,Normal background traffic,BENIGN
53,304,Normal background traffic,BENIGN
53,86,Normal background traffic,BENIGN
53,128,Normal background traffic,BENIGN
9993,373,Normal background traffic,BENIGN
9993,383,Normal background traffic,BENIGN
9993,116,Normal background traffic,BENIGN
9993,275,Normal background traffic,BENIGN
80,54,Normal background traffic,BENIGN
9993,149,Normal background traffic,BENIGN
443,133,Normal background traffic,BENIGN
80,492,Normal background traffic,BENIGN
53,443,Normal background traffic,BENIGN
80,485,Normal background traffic,BENIGN
53,446,Normal background traffic,BENIGN
443,23,Normal background traffic,BENIGN
7680,190,Normal background traffic,BENIGN
443,433,Normal background traffic,BENIGN
7680,272,Normal background traffic,BENIGN
53,180,Normal background traffic,BENIGN
7680,60,Normal background traffic,BENIGN
7680,114,Normal background traffic,BENIGN
80,266,Normal background traffic,BENIGN
7680,46,Normal background traffic,BENIGN
443,130,Normal background traffic,BENIGN
443,412,Normal background traffic,BENIGN
53,143,Normal background traffic,BENIGN
53,107,Normal background traffic,BENIGN
443,142,Normal background traffic,BENIGN
53,203,Normal background traffic,BENIGN
9993,408,Normal background traffic,BENIGN
53,471,Normal background traffic,BENIGN
53,380,Normal background traffic,BENIGN
9993,469,Normal background traffic,BENIGN
7680,198,Normal background traffic,BENIGN
7680,102,Normal background traffic,BENIGN
9993,105,Normal background traffic,BENIGN
80,89,Normal background traffic,BENIGN
80,360,Normal background traffic,BENIGN
9993,90,Normal background traffic,BENIGN
53,494,Normal background traffic,BENIGN
9993,34,Normal background traffic,BENIGN
7680,287,Normal background traffic,BENIGN
80,204,Normal background traffic,BENIGN
80,179,Normal background traffic,BENIGN
80,66,Normal background traffic,BENIGN
80,499,Normal background traffic,BENIGN
443,208,Normal background traffic,BENIGN
7680,211,Normal background traffic,BENIGN
53,183,Normal background traffic,BENIGN
7680,372,Normal background traffic,BENIGN
9993,66,Normal background traffic,BENIGN
53,276,Normal background traffic,BENIGN
9993,309,Normal background traffic,BENIGN
443,447,Normal background traffic,BENIGN
443,320,Normal background traffic,BENIGN
7680,479,Normal background traffic,BENIGN
7680,205,Normal background traffic,BENIGN
53,471,Normal background traffic,BENIGN
53,469,Normal background traffic,BENIGN
9993,371,Normal background traffic,BENIGN
443,362,Normal background traffic,BENIGN
7680,402,Normal background traffic,BENIGN
7680,248,Normal background traffic,BENIGN
7680,171,Normal background traffic,BENIGN
9993,383,Normal background traffic,BENIGN
7680,364,Normal background traffic,BENIGN
443,100,Normal background traffic,BENIGN
443,217,Normal background traffic,BENIGN
53,486,Normal background traffic,BENIGN
53,444,Normal background traffic,BENIGN
7680,496,Normal background traffic,BENIGN
7680,488,Normal background traffic,BENIGN
7680,388,Normal background traffic,BENIGN
443,127,Normal background traffic,BENIGN
7680,409,Normal background traffic,BENIGN
7680,270,Normal background traffic,BENIGN
80,77,Normal background traffic,BENIGN
443,55,Normal background traffic,BENIGN
9993,75,Normal background traffic,BENIGN
53,42,Normal background traffic,BENIGN
443,271,Normal background traffic,BENIGN
9993,127,Normal background traffic,BENIGN
9993,425,Normal background traffic,BENIGN
7680,294,Normal background traffic,BENIGN
80,312,Normal background traffic,BENIGN
53,226,Normal background traffic,BENIGN
80,74,Normal background traffic,BENIGN
80,21,Normal background traffic,BENIGN
53,216,Normal background traffic,BENIGN
7680,467,Normal background traffic,BENIGN
80,351,Normal background traffic,BENIGN
9993,423,Normal background traffic,BENIGN
443,310,Normal background traffic,BENIGN
443,338,Normal background traffic,BENIGN
9993,359,Normal background traffic,BENIGN
53,153,Normal background traffic,BENIGN
80,380,Normal background traffic,BENIGN
80,327,Normal background traffic,BENIGN
80,20,Normal background traffic,BENIGN
80,233,Normal background traffic,BENIGN
9993,393,Normal background traffic,BENIGN
7680,443,Normal background traffic,BENIGN
443,221,Normal background traffic,BENIGN
7680,433,Normal background traffic,BENIGN
80,266,Normal background traffic,BENIGN
53,231,Normal background traffic,BENIGN
80,162,Normal background traffic,BENIGN
53,496,Normal background traffic,BENIGN
7680,393,Normal background traffic,BENIGN
80,159,Normal background traffic,BENIGN
80,416,Normal background traffic,BENIGN
80,92,Normal background traffic,BENIGN
53,155,Normal background traffic,BENIGN
9993,279,Normal background traffic,BENIGN
53,284,Normal background traffic,BENIGN
80,315,Normal background traffic,BENIGN
80,479,Normal background traffic,BENIGN
7680,282,Normal background traffic,BENIGN
80,374,Normal background traffic,BENIGN
9993,262,Normal background traffic,BENIGN
53,249,Normal background traffic,BENIGN
53,65,Normal background traffic,BENIGN
80,431,Normal background traffic,BENIGN
53,361,Normal background traffic,BENIGN
443,40,Normal background traffic,BENIGN
9993,261,Normal background traffic,BENIGN
53,499,Normal background traffic,BENIGN
53,220,Normal background traffic,BENIGN
9993,257,Normal background traffic,BENIGN
9993,270,Normal background traffic,BENIGN
53,227,Normal background traffic,BENIGN
443,498,Normal background traffic,BENIGN
9993,283,Normal background traffic,BENIGN
443,261,Normal background traffic,BENIGN
80,139,Normal background traffic,BENIGN
9993,48,Normal background traffic,BENIGN
80,33,Normal background traffic,BENIGN
443,149,Normal background traffic,BENIGN
9993,124,Normal background traffic,BENIGN
443,479,Normal background traffic,BENIGN
7680,150,Normal background traffic,BENIGN
53,282,Normal background traffic,BENIGN
53,415,Normal background traffic,BENIGN
53,124,Normal background traffic,BENIGN
9993,439,Normal background traffic,BENIGN
7680,141,Normal background traffic,BENIGN
53,349,Normal background traffic,BENIGN
9993,256,Normal background traffic,BENIGN
7680,327,Normal background traffic,BENIGN
9993,197,Normal background traffic,BENIGN
7680,407,Normal background traffic,BENIGN
443,85,Normal background traffic,BENIGN
53,140,Normal background traffic,BENIGN
443,330,Normal background traffic,BENIGN
53,366,Normal background traffic,BENIGN
7680,164,Normal background traffic,BENIGN
7680,287,Normal background traffic,BENIGN
443,163,Normal background traffic,BENIGN
53,172,Normal background traffic,BENIGN
80,89,Normal background traffic,BENIGN
443,335,Normal background traffic,BENIGN
80,331,Normal background traffic,BENIGN
53,354,Normal background traffic,BENIGN
443,175,Normal background traffic,BENIGN
9993,174,Normal background traffic,BENIGN
80,114,Normal background traffic,BENIGN
9993,20,Normal background traffic,BENIGN
9993,488,Normal background traffic,BENIGN
443,355,Normal background traffic,BENIGN
9993,467,Normal background traffic,BENIGN
9993,170,Normal background traffic,BENIGN
9993,24,Normal background traffic,BENIGN
53,340,Normal background traffic,BENIGN
9993,422,Normal background traffic,BENIGN
7680,406,Normal background traffic,BENIGN
443,158,Normal background traffic,BENIGN
53,128,Normal background traffic,BENIGN
443,417,Normal background traffic,BENIGN
53,39,Normal background traffic,BENIGN
9993,60,Normal background traffic,BENIGN
9993,33,Normal background traffic,BENIGN
53,99,Normal background traffic,BENIGN
80,137,Normal background traffic,BENIGN
7680,313,Normal background traffic,BENIGN
53,371,Normal background traffic,BENIGN
443,164,Normal background traffic,BENIGN
443,243,Normal background traffic,BENIGN
9993,124,Normal background traffic,BENIGN
80,277,Normal background traffic,BENIGN
443,323,Normal background traffic,BENIGN
9993,306,Normal background traffic,BENIGN
9993,454,Normal background traffic,BENIGN
80,243,Normal background traffic,BENIGN
80,260,Normal background traffic,BENIGN
53,310,Normal background traffic,BENIGN
9993,162,Normal background traffic,BENIGN
443,83,Normal background traffic,BENIGN
53,178,Normal background traffic,BENIGN
443,258,Normal background traffic,BENIGN
80,220,Normal background traffic,BENIGN
7680,130,Normal background traffic,BENIGN
9993,489,Normal background traffic,BENIGN
7680,192,Normal background traffic,BENIGN
7680,57,Normal background traffic,BENIGN
7680,301,Normal background traffic,BENIGN
53,461,Normal background traffic,BENIGN
9993,290,Normal background traffic,BENIGN
9993,281,Normal background traffic,BENIGN
7680,386,Normal background traffic,BENIGN
80,357,Normal background traffic,BENIGN
53,482,Normal background traffic,BENIGN
7680,248,Normal background traffic,BENIGN
80,159,Normal background traffic,BENIGN
7680,438,Normal background traffic,BENIGN
9993,86,Normal background traffic,BENIGN
9993,199,Normal background traffic,BENIGN
9993,487,Normal background traffic,BENIGN
443,136,Normal background traffic,BENIGN
7680,240,Normal background traffic,BENIGN
7680,268,Normal background traffic,BENIGN
7680,330,Normal background traffic,BENIGN
443,328,Normal background traffic,BENIGN
7680,485,Normal background traffic,BENIGN
80,54,Normal background traffic,BENIGN
7680,396,Normal background traffic,BENIGN
53,149,Normal background traffic,BENIGN
7680,346,Normal background traffic,BENIGN
443,146,Normal background traffic,BENIGN
53,188,Normal background traffic,BENIGN
7680,404,Normal background traffic,BENIGN
80,118,Normal background traffic,BENIGN
443,219,Normal background traffic,BENIGN
9993,275,Normal background traffic,BENIGN
443,497,Normal background traffic,BENIGN
7680,50,Normal background traffic,BENIGN
53,133,Normal background traffic,BENIGN
443,332,Normal background traffic,BENIGN
9993,71,Normal background traffic,BENIGN
53,173,Normal background traffic,BENIGN
9993,155,Normal background traffic,BENIGN
9993,179,Normal background traffic,BENIGN
53,219,Normal background traffic,BENIGN
9993,364,Normal background traffic,BENIGN
53,51,Normal background traffic,BENIGN
7680,66,Normal background traffic,BENIGN
53,199,Normal background traffic,BENIGN
7680,254,Normal background traffic,BENIGN
7680,174,Normal background traffic,BENIGN
9993,398,Normal background traffic,BENIGN
443,469,Normal background traffic,BENIGN
443,422,Normal background traffic,BENIGN
53,275,Normal background traffic,BENIGN
443,326,Normal background traffic,BENIGN
53,141,Normal background traffic,BENIGN
443,56,Normal background traffic,BENIGN
9993,147,Normal background traffic,BENIGN
443,87,Normal background traffic,BENIGN
53,447,Normal background traffic,BENIGN
443,100,Normal background traffic,BENIGN
443,67,Normal background traffic,BENIGN
9993,384,Normal background traffic,BENIGN
80,448,Normal background traffic,BENIGN
9993,231,Normal background traffic,BENIGN
443,284,Normal background traffic,BENIGN
80,390,Normal background traffic,BENIGN
9993,350,Normal background traffic,BENIGN
9993,63,Normal background traffic,BENIGN
9993,61,Normal background traffic,BENIGN
80,97,Normal background traffic,BENIGN
53,411,Normal background traffic,BENIGN
7680,386,Normal background traffic,BENIGN
9993,475,Normal background traffic,BENIGN
53,115,Normal background traffic,BENIGN
80,438,Normal background traffic,BENIGN
80,29,Normal background traffic,BENIGN
80,428,Normal background traffic,BENIGN
9993,322,Normal background traffic,BENIGN
53,278,Normal background traffic,BENIGN
7680,430,Normal background traffic,BENIGN
443,74,Normal background traffic,BENIGN
443,381,Normal background traffic,BENIGN
7680,335,Normal background traffic,BENIGN
53,402,Normal background traffic,BENIGN
80,179,Normal background traffic,BENIGN
7680,285,Normal background traffic,BENIGN
7680,148,Normal background traffic,BENIGN
9993,194,Normal background traffic,BENIGN
9993,259,Normal background traffic,BENIGN
80,187,Normal background traffic,BENIGN
443,484,Normal background traffic,BENIGN
7680,413,Normal background traffic,BENIGN
443,413,Normal background traffic,BENIGN
53,396,Normal background traffic,BENIGN
7680,82,Normal background traffic,BENIGN
443,167,Normal background traffic,BENIGN
53,474,Normal background traffic,BENIGN
53,481,Normal background traffic,BENIGN
9993,381,Normal background traffic,BENIGN
443,211,Normal background traffic,BENIGN
80,131,Normal background traffic,BENIGN
80,380,Normal background traffic,BENIGN
7680,135,Normal background traffic,BENIGN
80,129,Normal background traffic,BENIGN
9993,402,Normal background traffic,BENIGN
53,245,Normal background traffic,BENIGN
80,227,Normal background traffic,BENIGN
9993,494,Normal background traffic,BENIGN
80,242,Normal background traffic,BENIGN
9993,189,Normal background traffic,BENIGN
7680,124,Normal background traffic,BENIGN
53,475,Normal background traffic,BENIGN
53,47,Normal background traffic,BENIGN
443,395,Normal background traffic,BENIGN
80,79,Normal background traffic,BENIGN
53,387,Normal background traffic,BENIGN
443,139,Normal background traffic,BENIGN
53,76,Normal background traffic,BENIGN
80,294,Normal background traffic,BENIGN
7680,422,Normal background traffic,BENIGN
9993,39,Normal background traffic,BENIGN
443,91,Normal background traffic,BENIGN
7680,288,Normal background traffic,BENIGN
9993,426,Normal background traffic,BENIGN
80,347,Normal background traffic,BENIGN
9993,153,Normal background traffic,BENIGN
7680,487,Normal background traffic,BENIGN
443,363,Normal background traffic,BENIGN
7680,440,Normal background traffic,BENIGN
53,74,Normal background traffic,BENIGN
53,178,Normal background traffic,BENIGN
443,118,Normal background traffic,BENIGN
9993,109,Normal background traffic,BENIGN
53,278,Normal background traffic,BENIGN
443,215,Normal background traffic,BENIGN
9993,329,Normal background traffic,BENIGN
9993,122,Normal background traffic,BENIGN
